"approach","seed","train_prop","model","strategy","over_ratio","threshold","n_train","n_test","train_yes_rate","test_yes_rate","accuracy","precision","recall","f1","roc_auc","pr_auc","predicted_positive","false_positives","false_negatives","true_positives","true_negatives","rank"
"full",89,0.25,"xgboost","smote_10",0.111,0.27,13821,41463,0.0158454525721728,0.0169307575428695,0.477100065118298,0.0181893344357172,0.564102564102564,0.0352422907488987,0.495180508489799,0.0158896068009149,21771,21375,306,396,19386,4
"no_tariff",89,0.25,"xgboost","none",NA,0.12,13821,41463,0.0158454525721728,0.0169307575428695,0.97308443672672,0.131672597864769,0.105413105413105,0.117088607594937,0.792565546601267,0.0754376415583802,562,488,628,74,40273,1
"no_tariff",89,0.25,"xgboost","smote_20",0.25,0.32,13821,41463,0.0158454525721728,0.0169307575428695,0.687938644092323,0.0216558517707763,0.394586894586895,0.0410583265396872,0.549366290650852,0.0220928846078616,12791,12514,425,277,28247,2
"no_tariff",89,0.25,"xgboost","smote_30",0.3,0.24,13821,41463,0.0158454525721728,0.0169307575428695,0.683476834768348,0.020163782447466,0.371794871794872,0.0382529679026821,0.53119665458666,0.0183799777253915,12944,12683,441,261,28078,3
"no_tariff",89,0.25,"xgboost","smote_10",0.111,0.49,13821,41463,0.0158454525721728,0.0169307575428695,0.0443769143573789,0.0168094351334575,0.964387464387464,0.033042926519755,0.443921120762955,0.0246586132859211,40275,39598,25,677,1163,4
"full",90,0.25,"xgboost","none",NA,0.12,13821,41463,0.0183778308371319,0.0160866314545498,0.966837903673154,0.116883116883117,0.16191904047976,0.135763670647392,0.813520757025154,0.0794174339811588,924,816,559,108,39980,1
"full",90,0.25,"xgboost","smote_10",0.111,0.5,13821,41463,0.0183778308371319,0.0160866314545498,0.706726479029496,0.0304763461067081,0.559220389805097,0.0578025724469239,0.658518330059404,0.0508052074258292,12239,11866,294,373,28930,2
"full",90,0.25,"xgboost","smote_20",0.25,0.5,13821,41463,0.0183778308371319,0.0160866314545498,0.711935942888841,0.0284352262273145,0.509745127436282,0.0538656527249683,0.637536726048193,0.0232660119231485,11957,11617,327,340,29179,3
"full",90,0.25,"xgboost","smote_30",0.3,0.22,13821,41463,0.0183778308371319,0.0160866314545498,0.922123338880448,0.0283505154639175,0.11544227886057,0.0455217262784511,0.598492565414518,0.0217530559618926,2716,2639,590,77,38157,4
"no_tariff",90,0.25,"xgboost","none",NA,0.12,13821,41463,0.0183778308371319,0.0160866314545498,0.968574391626269,0.103491271820449,0.124437781109445,0.113002042205582,0.794286042830139,0.0691574804791332,802,719,584,83,40077,1
"no_tariff",90,0.25,"xgboost","smote_30",0.3,0.27,13821,41463,0.0183778308371319,0.0160866314545498,0.973566794491474,0.0649087221095335,0.047976011994003,0.0551724137931034,0.581637354427992,0.0459523064320187,493,461,635,32,40335,2
"no_tariff",90,0.25,"xgboost","smote_10",0.111,0.48,13821,41463,0.0183778308371319,0.0160866314545498,0.135590767672383,0.0161760660247593,0.881559220389805,0.0317691871302375,0.540816922404569,0.0231641729549785,36350,35762,79,588,5034,3
"no_tariff",90,0.25,"xgboost","smote_20",0.25,0.42,13821,41463,0.0183778308371319,0.0160866314545498,0.862648626486265,0.024224072672218,0.191904047976012,0.0430179801713998,0.493465512316888,0.0333639785562612,5284,5156,539,128,35640,4
"full",91,0.25,"xgboost","none",NA,0.09,13821,41463,0.0154113305838941,0.0170754648722958,0.9604707811784,0.113692946058091,0.193502824858757,0.143230527966545,0.804844506271803,0.0797454215784152,1205,1068,571,137,39687,1
"full",91,0.25,"xgboost","smote_10",0.111,0.4,13821,41463,0.0154113305838941,0.0170754648722958,0.932108144610858,0.0340557275541796,0.108757062146893,0.0518693162681037,0.599519157123974,0.0244169998608394,2261,2184,631,77,38571,2
"full",91,0.25,"xgboost","smote_20",0.25,0.5,13821,41463,0.0154113305838941,0.0170754648722958,0.837541904830813,0.0283255086071987,0.255649717514124,0.0510002817695125,0.574861928140251,0.0259134567765164,6390,6209,527,181,34546,3
"full",91,0.25,"xgboost","smote_30",0.3,0.44,13821,41463,0.0154113305838941,0.0170754648722958,0.971130887779466,0.0325047801147228,0.0240112994350282,0.0276198212835093,0.539348140708533,0.0193949057620326,523,506,691,17,40249,4
"no_tariff",91,0.25,"xgboost","none",NA,0.08,13821,41463,0.0154113305838941,0.0170754648722958,0.954778959554301,0.0995195607412491,0.204802259887006,0.133949191685912,0.791186222341441,0.0723250394006366,1457,1312,563,145,39443,1
"no_tariff",91,0.25,"xgboost","smote_20",0.25,0.2,13821,41463,0.0154113305838941,0.0170754648722958,0.806888068880689,0.0291575280608954,0.319209039548023,0.0534342120818064,0.566436425602349,0.0265751467778903,7751,7525,482,226,33230,2
"no_tariff",91,0.25,"xgboost","smote_10",0.111,0.01,13821,41463,0.0154113305838941,0.0170754648722958,0.0170754648722958,0.0170754648722958,1,0.0335775770078964,0.535561128335437,0.0321537262892443,41463,40755,0,708,0,3
"no_tariff",91,0.25,"xgboost","smote_30",0.3,0.45,13821,41463,0.0154113305838941,0.0170754648722958,0.220075730169066,0.0158574664789077,0.731638418079096,0.0310421286031042,0.420767251877867,0.0241226669420022,32666,32148,190,518,8607,4
"full",92,0.25,"xgboost","none",NA,0.1,13821,41463,0.0162795745604515,0.0167860502134433,0.961194317825531,0.110826939471441,0.186781609195402,0.139111824505083,0.795513133368803,0.0749209961326629,1173,1043,566,130,39724,1
"full",92,0.25,"xgboost","smote_10",0.111,0.41,13821,41463,0.0162795745604515,0.0167860502134433,0.847333767455322,0.0297161936560935,0.255747126436782,0.0532455877953934,0.624694295786343,0.0243381859351307,5990,5812,518,178,34955,2
"full",92,0.25,"xgboost","smote_20",0.25,0.48,13821,41463,0.0162795745604515,0.0167860502134433,0.943636495188481,0.0494233937397035,0.129310344827586,0.0715137067938021,0.60725313732738,0.0275272762735692,1821,1731,606,90,39036,3
"full",92,0.25,"xgboost","smote_30",0.3,0.38,13821,41463,0.0162795745604515,0.0167860502134433,0.944721800159178,0.0429553264604811,0.107758620689655,0.0614250614250614,0.593790838685448,0.0294462768331107,1746,1671,621,75,39096,4
"no_tariff",92,0.25,"xgboost","none",NA,0.1,13821,41463,0.0162795745604515,0.0167860502134433,0.960543134843113,0.103709949409781,0.176724137931034,0.130712008501594,0.777695765591338,0.0669644283844101,1186,1063,573,123,39704,1
"no_tariff",92,0.25,"xgboost","smote_30",0.3,0.29,13821,41463,0.0162795745604515,0.0167860502134433,0.933796396787497,0.0535947712418301,0.176724137931034,0.082246740220662,0.606418459797746,0.0487687771309303,2295,2172,573,123,38595,2
"no_tariff",92,0.25,"xgboost","smote_20",0.25,0.5,13821,41463,0.0162795745604515,0.0167860502134433,0.884788847888479,0.0346636259977195,0.218390804597701,0.0598307419799252,0.598021409304179,0.0582947925837061,4385,4233,544,152,36534,3
"no_tariff",92,0.25,"xgboost","smote_10",0.111,0.38,13821,41463,0.0162795745604515,0.0167860502134433,0.585220558087934,0.0205137145513715,0.507183908045977,0.0394325290437891,0.528375705473973,0.0174583122517778,17208,16855,343,353,23912,4
"full",93,0.25,"xgboost","none",NA,0.09,13821,41463,0.0162072208957384,0.016810168101681,0.951161276318646,0.0970873786407767,0.229555236728838,0.136460554371002,0.796692847747557,0.0724645786869076,1648,1488,537,160,39278,1
"full",93,0.25,"xgboost","smote_20",0.25,0.41,13821,41463,0.0162072208957384,0.016810168101681,0.831488314883149,0.0310169997017596,0.298421807747489,0.0561934350938809,0.594849644374785,0.0252389422375534,6706,6498,489,208,34268,2
"full",93,0.25,"xgboost","smote_10",0.111,0.5,13821,41463,0.0162072208957384,0.016810168101681,0.372283722837228,0.0205557238037553,0.779053084648494,0.0400545863607863,0.56780047316275,0.0188114294108749,26416,25873,154,543,14893,3
"full",93,0.25,"xgboost","smote_30",0.3,0.49,13821,41463,0.0162072208957384,0.016810168101681,0.529484118370596,0.0201020408163265,0.565279770444763,0.0388234714489826,0.534483542598268,0.0175677807790964,19600,19206,303,394,21560,4
"no_tariff",93,0.25,"xgboost","none",NA,0.08,13821,41463,0.0162072208957384,0.016810168101681,0.950895979548031,0.0925136944613512,0.218077474892396,0.12991452991453,0.788620355627326,0.0699261301845413,1643,1491,545,152,39275,1
"no_tariff",93,0.25,"xgboost","smote_30",0.3,0.5,13821,41463,0.0162072208957384,0.016810168101681,0.611991414031787,0.0255256181022258,0.593974175035868,0.0489477417829274,0.618969404483763,0.0266830787690299,16219,15805,283,414,24961,2
"no_tariff",93,0.25,"xgboost","smote_20",0.25,0.5,13821,41463,0.0162072208957384,0.016810168101681,0.376504353278827,0.019887773409169,0.747489239598278,0.0387447014203912,0.609605678234549,0.0533548471082955,26197,25676,176,521,15090,3
"no_tariff",93,0.25,"xgboost","smote_10",0.111,0.49,13821,41463,0.0162072208957384,0.016810168101681,0.326676796179727,0.0188765951429884,0.766140602582496,0.0368453736286483,0.587227495188799,0.0252684487003004,28289,27755,163,534,13011,4
"full",94,0.25,"xgboost","none",NA,0.1,13821,41463,0.0169307575428695,0.016568989219304,0.963147866772785,0.110287303058387,0.173216885007278,0.134767836919592,0.803398886921239,0.0794165513023267,1079,960,568,119,39816,1
"full",94,0.25,"xgboost","smote_20",0.25,0.2,13821,41463,0.0169307575428695,0.016568989219304,0.88898536044184,0.0384252710985384,0.2372634643377,0.0661391763035098,0.645877312738406,0.0263547302645294,4242,4079,524,163,36697,2
"full",94,0.25,"xgboost","smote_10",0.111,0.5,13821,41463,0.0169307575428695,0.016568989219304,0.950051853459711,0.0653266331658292,0.151382823871907,0.0912681000438789,0.6451338930141,0.0324871139855997,1592,1488,583,104,39288,3
"full",94,0.25,"xgboost","smote_30",0.3,0.2,13821,41463,0.0169307575428695,0.016568989219304,0.945710633576924,0.0426900584795322,0.106259097525473,0.0609094701710471,0.632209034826263,0.0297453577508143,1710,1637,614,73,39139,4
"no_tariff",94,0.25,"xgboost","none",NA,0.11,13821,41463,0.0169307575428695,0.016568989219304,0.967272025661433,0.104952830188679,0.129548762736536,0.115960912052117,0.792450264004942,0.0687344284952662,848,759,598,89,40017,1
"no_tariff",94,0.25,"xgboost","smote_10",0.111,0.07,13821,41463,0.0169307575428695,0.016568989219304,0.754142247304826,0.0246975302469753,0.359534206695779,0.0462200598802395,0.570363121384015,0.029110222091311,10001,9754,440,247,31022,2
"no_tariff",94,0.25,"xgboost","smote_20",0.25,0.04,13821,41463,0.0169307575428695,0.016568989219304,0.583556423799532,0.020032422417786,0.503639010189229,0.0385322122612618,0.523694654131965,0.0205340093723783,17272,16926,341,346,23850,3
"no_tariff",94,0.25,"xgboost","smote_30",0.3,0.06,13821,41463,0.0169307575428695,0.016568989219304,0.522465812893423,0.0181515655725306,0.524017467248908,0.0350877192982456,0.500456500513045,0.0355013014668376,19833,19473,327,360,21303,4
"full",95,0.25,"xgboost","none",NA,0.11,13821,41463,0.0175095868605745,0.0163760461134023,0.963823167643441,0.113100848256362,0.176730486008837,0.137931034482759,0.804359986098681,0.0745826332447714,1061,941,559,120,39843,1
"full",95,0.25,"xgboost","smote_10",0.111,0.34,13821,41463,0.0175095868605745,0.0163760461134023,0.865735716180691,0.0418072740907387,0.328424153166421,0.0741726259770497,0.655012292931878,0.0330232132373523,5334,5111,456,223,35673,2
"full",95,0.25,"xgboost","smote_20",0.25,0.22,13821,41463,0.0175095868605745,0.0163760461134023,0.506885657091865,0.0212642286267861,0.646539027982327,0.0411742637403864,0.572406820428584,0.0191356056344766,20645,20206,240,439,20578,3
"full",95,0.25,"xgboost","smote_30",0.3,0.44,13821,41463,0.0175095868605745,0.0163760461134023,0.920772737139136,0.0282404055032585,0.114874815905744,0.045335658238884,0.545688868573601,0.019751437790233,2762,2684,601,78,38100,4
"no_tariff",95,0.25,"xgboost","none",NA,0.07,13821,41463,0.0175095868605745,0.0163760461134023,0.931095193304874,0.084984756097561,0.328424153166421,0.135028761731759,0.794015192506692,0.0700343665629509,2624,2401,456,223,38383,1
"no_tariff",95,0.25,"xgboost","smote_20",0.25,0.5,13821,41463,0.0175095868605745,0.0163760461134023,0.783373127848926,0.0322253521126761,0.42120765832106,0.0598702114297676,0.638720529030126,0.0491923317091076,8875,8589,393,286,32195,2
"no_tariff",95,0.25,"xgboost","smote_30",0.3,0.22,13821,41463,0.0175095868605745,0.0163760461134023,0.750813978728023,0.0297184059241937,0.44918998527246,0.0557484920489856,0.634267022471488,0.0444375562503303,10263,9958,374,305,30826,3
"no_tariff",95,0.25,"xgboost","smote_10",0.111,0.46,13821,41463,0.0175095868605745,0.0163760461134023,0.942117068229506,0.0575835475578406,0.164948453608247,0.0853658536585366,0.626589880319233,0.048355535904254,1945,1833,567,112,38951,4
"full",96,0.25,"xgboost","none",NA,0.11,13821,41463,0.0167136965487302,0.0166413428840171,0.966427899573113,0.110864745011086,0.144927536231884,0.125628140703518,0.805666989059611,0.0746794953585124,902,802,590,100,39971,1
"full",96,0.25,"xgboost","smote_10",0.111,0.32,13821,41463,0.0167136965487302,0.0166413428840171,0.946868292212334,0.0738028169014085,0.189855072463768,0.106288032454361,0.63745408033236,0.0363762411180285,1775,1644,559,131,39129,2
"full",96,0.25,"xgboost","smote_20",0.25,0.29,13821,41463,0.0167136965487302,0.0166413428840171,0.802498613221426,0.0145021364754629,0.16231884057971,0.0266254605966956,0.51881591149585,0.0164681495962229,7723,7611,578,112,33162,3
"full",96,0.25,"xgboost","smote_30",0.3,0.41,13821,41463,0.0167136965487302,0.0166413428840171,0.830161831030075,0.0171784737002128,0.163768115942029,0.031095211887727,0.500675390115013,0.0164589923997172,6578,6465,577,113,34308,4
"no_tariff",96,0.25,"xgboost","none",NA,0.09,13821,41463,0.0167136965487302,0.0166413428840171,0.961556086149097,0.101410934744268,0.166666666666667,0.12609649122807,0.789685629556644,0.0689672446142394,1134,1019,575,115,39754,1
"no_tariff",96,0.25,"xgboost","smote_30",0.3,0.28,13821,41463,0.0167136965487302,0.0166413428840171,0.96309963099631,0.0849802371541502,0.12463768115942,0.101057579318449,0.599824923213963,0.0615368223271718,1012,926,604,86,39847,2
"no_tariff",96,0.25,"xgboost","smote_20",0.25,0.12,13821,41463,0.0167136965487302,0.0166413428840171,0.885632973976799,0.0272981801213252,0.169565217391304,0.0470257234726688,0.544645575698894,0.0246283762386052,4286,4169,573,117,36604,3
"no_tariff",96,0.25,"xgboost","smote_10",0.111,0.38,13821,41463,0.0167136965487302,0.0166413428840171,0.958854882666474,0.010597302504817,0.0159420289855072,0.0127314814814815,0.466209238352888,0.0164175347784458,1038,1027,679,11,39746,4
"full",97,0.25,"xgboost","none",NA,0.11,13821,41463,0.0171478185370089,0.0164966355545908,0.9589995899959,0.0961844197138315,0.176900584795322,0.124613800205973,0.802814493298566,0.0676851589087334,1258,1137,563,121,39642,1
"full",97,0.25,"xgboost","smote_20",0.25,0.5,13821,41463,0.0171478185370089,0.0164966355545908,0.610664930178714,0.0269294326458168,0.64327485380117,0.0516947659049521,0.668809761761049,0.0340744262230801,16339,15899,244,440,24880,2
"full",97,0.25,"xgboost","smote_10",0.111,0.5,13821,41463,0.0171478185370089,0.0164966355545908,0.703181149458553,0.0289373429520953,0.521929824561403,0.0548344981184241,0.642995230029675,0.0306515654615944,12337,11980,327,357,28799,3
"full",97,0.25,"xgboost","smote_30",0.3,0.5,13821,41463,0.0171478185370089,0.0164966355545908,0.709861804500398,0.0296799867352015,0.523391812865497,0.0561744861132904,0.642270707073314,0.0324299601839655,12062,11704,326,358,29075,4
"no_tariff",97,0.25,"xgboost","none",NA,0.11,13821,41463,0.0171478185370089,0.0164966355545908,0.965800834478933,0.105376344086022,0.14327485380117,0.121437422552664,0.78535414971787,0.0676760882465056,930,832,586,98,39947,1
"no_tariff",97,0.25,"xgboost","smote_20",0.25,0.42,13821,41463,0.0171478185370089,0.0164966355545908,0.81897113088778,0.02730044345898,0.288011695906433,0.049873417721519,0.570995882240157,0.0233234978274259,7216,7019,487,197,33760,2
"no_tariff",97,0.25,"xgboost","smote_10",0.111,0.37,13821,41463,0.0171478185370089,0.0164966355545908,0.797482092467984,0.0252369814108088,0.299707602339181,0.0465538775973657,0.552859594485122,0.0219511494830695,8123,7918,479,205,32861,3
"no_tariff",97,0.25,"xgboost","smote_30",0.3,0.43,13821,41463,0.0171478185370089,0.0164966355545908,0.908352024696718,0.025,0.119883040935673,0.041372351160444,0.548644784632154,0.0294838315918403,3280,3198,602,82,37581,4
"full",98,0.25,"xgboost","none",NA,0.1,13821,41463,0.016568989219304,0.0166895786604925,0.961966090249138,0.114210985178727,0.189306358381503,0.142468733007069,0.804564348767109,0.0803719006361785,1147,1016,561,131,39755,1
"full",98,0.25,"xgboost","smote_30",0.3,0.37,13821,41463,0.016568989219304,0.0166895786604925,0.974676217350409,0.107456140350877,0.0708092485549133,0.0853658536585366,0.66452980789502,0.0633587342943693,456,407,643,49,40364,2
"full",98,0.25,"xgboost","smote_20",0.25,0.07,13821,41463,0.016568989219304,0.0166895786604925,0.864192171333478,0.0374601985390523,0.289017341040462,0.0663239927043608,0.643987803441271,0.0290553617014554,5339,5139,492,200,35632,3
"full",98,0.25,"xgboost","smote_10",0.111,0.27,13821,41463,0.016568989219304,0.0166895786604925,0.913850903214914,0.0445920303605313,0.203757225433526,0.0731707317073171,0.606571874801071,0.0259581864911267,3162,3021,551,141,37750,4
"no_tariff",98,0.25,"xgboost","none",NA,0.1,13821,41463,0.016568989219304,0.0166895786604925,0.965752598702458,0.108602150537634,0.145953757225434,0.124537607891492,0.793324777627984,0.0749718821681119,930,829,591,101,39942,1
"no_tariff",98,0.25,"xgboost","smote_20",0.25,0.5,13821,41463,0.016568989219304,0.0166895786604925,0.277235125292429,0.0192459274829217,0.846820809248555,0.0376364804110469,0.613959322781706,0.0243709008422889,30448,29862,106,586,10909,2
"no_tariff",98,0.25,"xgboost","smote_30",0.3,0.23,13821,41463,0.016568989219304,0.0166895786604925,0.919542724839013,0.0341789992952784,0.140173410404624,0.054957507082153,0.605918004169063,0.0385778994651238,2838,2741,595,97,38030,3
"no_tariff",98,0.25,"xgboost","smote_10",0.111,0.48,13821,41463,0.016568989219304,0.0166895786604925,0.21877336420423,0.0184127369956247,0.875722543352601,0.036067134864897,0.539672221826037,0.0201907916252554,32912,32306,86,606,8465,4
