"approach","seed","train_prop","model","strategy","over_ratio","threshold","n_train","n_test","train_yes_rate","test_yes_rate","accuracy","precision","recall","f1","roc_auc","pr_auc","predicted_positive","false_positives","false_negatives","true_positives","true_negatives","rank"
"full",50,0.25,"xgboost","smote_30",0.3,0.25,13821,41463,0.0173648795311483,0.0164242818898777,0.791187323637942,0.0289358686665879,0.359765051395007,0.0535636204634893,0.584059968295304,0.02242052060796,8467,8222,436,245,32560,2
"full",50,0.25,"xgboost","smote_10",0.111,0.5,13821,41463,0.0173648795311483,0.0164242818898777,0.38803270385645,0.0177713549193454,0.668135095447871,0.0346218231623802,0.56738045440709,0.0222940448905482,25603,25148,226,455,15634,3
"full",50,0.25,"xgboost","smote_20",0.25,0.47,13821,41463,0.0173648795311483,0.0164242818898777,0.481031280901044,0.0194640468613071,0.619676945668135,0.0377425990519632,0.550618322946456,0.017932726053469,21681,21259,259,422,19523,4
"no_tariff",50,0.25,"xgboost","none",NA,0.1,13821,41463,0.0173648795311483,0.0164242818898777,0.9619419723609,0.101333333333333,0.167400881057269,0.12624584717608,0.789129097365304,0.0663414612522608,1125,1011,567,114,39771,1
"no_tariff",50,0.25,"xgboost","smote_20",0.25,0.5,13821,41463,0.0173648795311483,0.0164242818898777,0.175168222270458,0.0170868750900447,0.870778267254038,0.0335160798055728,0.606697795254032,0.0381940970923352,34705,34112,88,593,6670,2
"no_tariff",50,0.25,"xgboost","smote_10",0.111,0.42,13821,41463,0.0173648795311483,0.0164242818898777,0.783445481513639,0.0283083219645293,0.365638766519824,0.052548274770497,0.603402976220182,0.0281353219797977,8796,8547,432,249,32235,3
"no_tariff",50,0.25,"xgboost","smote_30",0.3,0.19,13821,41463,0.0173648795311483,0.0164242818898777,0.851023804355691,0.0305773829859925,0.262848751835536,0.0547819433817904,0.59420423236735,0.0432720036174146,5854,5675,502,179,35107,4
"full",51,0.25,"xgboost","none",NA,0.11,13821,41463,0.0176542941900007,0.0163278103369269,0.95846899645467,0.107438016528926,0.21122599704579,0.142430278884462,0.803353577823537,0.0728877409450366,1331,1188,534,143,39598,1
"full",51,0.25,"xgboost","smote_20",0.25,0.32,13821,41463,0.0176542941900007,0.0163278103369269,0.79089790897909,0.0350203606748109,0.444608567208272,0.0649266609145815,0.653135767689278,0.0292956808504393,8595,8294,376,301,32492,2
"full",51,0.25,"xgboost","smote_30",0.3,0.34,13821,41463,0.0176542941900007,0.0163278103369269,0.774738923859827,0.0323869156860628,0.443131462333826,0.0603621730382294,0.648849769677245,0.025747235956265,9263,8963,377,300,31823,3
"full",51,0.25,"xgboost","smote_10",0.111,0.5,13821,41463,0.0176542941900007,0.0163278103369269,0.455249258374937,0.0213230796119899,0.72082717872969,0.0414208717056402,0.627731110271061,0.022958957852254,22886,22398,189,488,18388,4
"no_tariff",51,0.25,"xgboost","none",NA,0.1,13821,41463,0.0176542941900007,0.0163278103369269,0.956853097942744,0.0941605839416058,0.190546528803545,0.126038104543234,0.791944204795271,0.0664337312333641,1370,1241,548,129,39545,1
"no_tariff",51,0.25,"xgboost","smote_20",0.25,0.23,13821,41463,0.0176542941900007,0.0163278103369269,0.822612932011673,0.0322219108994116,0.3397341211226,0.0588611644273832,0.6163507281331,0.0294765682602982,7138,6908,447,230,33878,2
"no_tariff",51,0.25,"xgboost","smote_30",0.3,0.31,13821,41463,0.0176542941900007,0.0163278103369269,0.856546800762125,0.0311332503113325,0.258493353028065,0.0555731978405843,0.587475910036903,0.0287838190013639,5621,5446,502,175,35340,3
"no_tariff",51,0.25,"xgboost","smote_10",0.111,0.5,13821,41463,0.0176542941900007,0.0163278103369269,0.740081518462243,0.0251974426476119,0.395864106351551,0.0473791213648016,0.587094936057432,0.0282249808839773,10636,10368,409,268,30418,4
"full",52,0.25,"xgboost","none",NA,0.11,13821,41463,0.0180160625135663,0.0162072208957384,0.963581988761064,0.112037037037037,0.180059523809524,0.138127853881279,0.813802771911638,0.0862658956605619,1080,959,551,121,39832,1
"full",52,0.25,"xgboost","smote_20",0.25,0.46,13821,41463,0.0180160625135663,0.0162072208957384,0.859537418903601,0.0419630156472262,0.351190476190476,0.0749682337992376,0.669552274894906,0.0326337272028627,5624,5388,436,236,35403,2
"full",52,0.25,"xgboost","smote_10",0.111,0.27,13821,41463,0.0180160625135663,0.0162072208957384,0.89077008417143,0.0380838323353293,0.236607142857143,0.0656075923251496,0.66134445798618,0.0288527675432626,4175,4016,513,159,36775,3
"full",52,0.25,"xgboost","smote_30",0.3,0.49,13821,41463,0.0180160625135663,0.0162072208957384,0.952101873959916,0.0560810810810811,0.123511904761905,0.0771375464684015,0.642594735241551,0.0304731688434419,1480,1397,589,83,39394,4
"no_tariff",52,0.25,"xgboost","none",NA,0.09,13821,41463,0.0180160625135663,0.0162072208957384,0.951908930854014,0.0969512195121951,0.236607142857143,0.137543252595156,0.798308428504887,0.0762746321796041,1640,1481,513,159,39310,1
"no_tariff",52,0.25,"xgboost","smote_30",0.3,0.47,13821,41463,0.0180160625135663,0.0162072208957384,0.918578009309505,0.0517241379310345,0.232142857142857,0.0845986984815618,0.625683872259404,0.0419456857643979,3016,2860,516,156,37931,2
"no_tariff",52,0.25,"xgboost","smote_20",0.25,0.5,13821,41463,0.0180160625135663,0.0162072208957384,0.656199503171502,0.0233031515406752,0.494047619047619,0.0445070044909176,0.609221597522096,0.0367389381375322,14247,13915,340,332,26876,3
"no_tariff",52,0.25,"xgboost","smote_10",0.111,0.49,13821,41463,0.0180160625135663,0.0162072208957384,0.197597858331524,0.0169521664394523,0.851190476190476,0.0332422851165224,0.575274887755352,0.0320604017242514,33742,33170,100,572,7621,4
"full",53,0.25,"xgboost","none",NA,0.09,13821,41463,0.0179437088488532,0.0162313387839761,0.947615946747703,0.0968262506724045,0.267459138187221,0.14218009478673,0.80090293231705,0.0800128050698909,1859,1679,493,180,39111,1
"full",53,0.25,"xgboost","smote_30",0.3,0.5,13821,41463,0.0179437088488532,0.0162313387839761,0.63340809878687,0.0267153189548446,0.609212481426449,0.0511860174781523,0.669483095199673,0.0301727600653473,15347,14937,263,410,25853,2
"full",53,0.25,"xgboost","smote_10",0.111,0.22,13821,41463,0.0179437088488532,0.0162313387839761,0.959650772978318,0.0901639344262295,0.163447251114413,0.1162176439514,0.659862241532118,0.0353520491450448,1220,1110,563,110,39680,3
"full",53,0.25,"xgboost","smote_20",0.25,0.5,13821,41463,0.0179437088488532,0.0162313387839761,0.939464100523358,0.0409795102448776,0.12184249628529,0.0613313388182498,0.634553125547553,0.0263369272737067,2001,1919,591,82,38871,4
"no_tariff",53,0.25,"xgboost","none",NA,0.11,13821,41463,0.0179437088488532,0.0162313387839761,0.963316691990449,0.111009174311927,0.179791976225854,0.137266023823029,0.78630230874843,0.0676113781805615,1090,969,552,121,39821,1
"no_tariff",53,0.25,"xgboost","smote_20",0.25,0.01,13821,41463,0.0179437088488532,0.0162313387839761,0.0162313387839761,0.0162313387839761,1,0.0319441807480539,0.594824486087732,0.0346705896256203,41463,40790,0,673,0,2
"no_tariff",53,0.25,"xgboost","smote_30",0.3,0.25,13821,41463,0.0179437088488532,0.0162313387839761,0.92566866845139,0.0340425531914894,0.13075780089153,0.0540208717004297,0.592143756645771,0.0359509529632244,2585,2497,585,88,38293,3
"no_tariff",53,0.25,"xgboost","smote_10",0.111,0.5,13821,41463,0.0179437088488532,0.0162313387839761,0.0634059281769288,0.0166189547285486,0.974739970282318,0.0326807153888308,0.546440926909,0.0595176913341672,39473,38817,17,656,1973,4
"full",54,0.25,"xgboost","none",NA,0.09,13821,41463,0.0164966355545908,0.0167136965487302,0.959144297325326,0.101195219123506,0.183261183261183,0.130390143737166,0.800336098643678,0.0800495715756688,1255,1128,566,127,39642,1
"full",54,0.25,"xgboost","smote_30",0.3,0.5,13821,41463,0.0164966355545908,0.0167136965487302,0.870173407616429,0.0298716920609463,0.215007215007215,0.0524555535997184,0.570923096199034,0.0323459218963251,4988,4839,544,149,35931,2
"full",54,0.25,"xgboost","smote_20",0.25,0.4,13821,41463,0.0164966355545908,0.0167136965487302,0.737115018209006,0.0216515137313713,0.333333333333333,0.0406618553071642,0.551072323147378,0.0187284794565426,10669,10438,462,231,30332,3
"full",54,0.25,"xgboost","smote_10",0.111,0.47,13821,41463,0.0164966355545908,0.0167136965487302,0.70163760461134,0.0183138096023758,0.32034632034632,0.0346468981662115,0.498332124638232,0.0177693423609001,12122,11900,471,222,28870,4
"no_tariff",54,0.25,"xgboost","none",NA,0.09,13821,41463,0.0164966355545908,0.0167136965487302,0.960519016954875,0.102023608768971,0.174603174603175,0.12879191059074,0.786411594836908,0.0687819980862457,1186,1065,572,121,39705,1
"no_tariff",54,0.25,"xgboost","smote_10",0.111,0.5,13821,41463,0.0164966355545908,0.0167136965487302,0.100547476062996,0.0163587832659425,0.893217893217893,0.0321291394165888,0.573364430244489,0.036412430027567,37839,37220,74,619,3550,2
"no_tariff",54,0.25,"xgboost","smote_20",0.25,0.16,13821,41463,0.0164966355545908,0.0167136965487302,0.851988519885199,0.0300414364640884,0.251082251082251,0.0536622976098689,0.561148150625708,0.0280396767559103,5792,5618,519,174,35152,3
"no_tariff",54,0.25,"xgboost","smote_30",0.3,0.5,13821,41463,0.0164966355545908,0.0167136965487302,0.322190868967513,0.016065816884997,0.656565656565657,0.0313641690218515,0.508424498674683,0.0258505778083007,28321,27866,238,455,12904,4
"full",55,0.25,"xgboost","none",NA,0.13,13821,41463,0.0159178062368859,0.0169066396546318,0.969322046161638,0.11156462585034,0.1169757489301,0.114206128133705,0.799841811633881,0.0734624140368224,735,653,619,82,40109,1
"full",55,0.25,"xgboost","smote_30",0.3,0.5,13821,41463,0.0159178062368859,0.0169066396546318,0.127173624677423,0.018584334897854,0.977175463623395,0.0364749733759318,0.674905846757641,0.0317152949126145,36859,36174,16,685,4588,2
"full",55,0.25,"xgboost","smote_20",0.25,0.32,13821,41463,0.0159178062368859,0.0169066396546318,0.958951354219425,0.0462375339981868,0.072753209700428,0.0565410199556541,0.660958176131289,0.028429922911051,1103,1052,650,51,39710,3
"full",55,0.25,"xgboost","smote_10",0.111,0.45,13821,41463,0.0159178062368859,0.0169066396546318,0.931746376287292,0.0258351893095768,0.0827389443651926,0.0393754243041412,0.581771864385734,0.0216259578772305,2245,2187,643,58,38575,4
"no_tariff",55,0.25,"xgboost","none",NA,0.12,13821,41463,0.0159178062368859,0.0169066396546318,0.966162602802499,0.102941176470588,0.12981455064194,0.114826498422713,0.782203621579524,0.0658690518950982,884,793,610,91,39969,1
"no_tariff",55,0.25,"xgboost","smote_30",0.3,0.44,13821,41463,0.0159178062368859,0.0169066396546318,0.847020234908231,0.0341809775429326,0.295292439372325,0.0612697942874057,0.607701181227992,0.0306450054202398,6056,5849,494,207,34913,2
"no_tariff",55,0.25,"xgboost","smote_10",0.111,0.47,13821,41463,0.0159178062368859,0.0169066396546318,0.364397173383499,0.0198764738910724,0.757489300998573,0.0387365042311059,0.59579596769977,0.0328324400317908,26715,26184,170,531,14578,3
"no_tariff",55,0.25,"xgboost","smote_20",0.25,0.41,13821,41463,0.0159178062368859,0.0169066396546318,0.899259580831102,0.0312837108953614,0.165477888730385,0.0526196416420957,0.5899622358129,0.0273441392800064,3708,3592,585,116,37170,4
"full",56,0.25,"xgboost","none",NA,0.13,13821,41463,0.0188843064901237,0.0159178062368859,0.971203241444179,0.122881355932203,0.131818181818182,0.12719298245614,0.809418146615779,0.0755665896520922,708,621,573,87,40182,1
"full",56,0.25,"xgboost","smote_20",0.25,0.31,13821,41463,0.0188843064901237,0.0159178062368859,0.76861298024745,0.0293931731984829,0.422727272727273,0.0549645390070922,0.634616847097547,0.0232760673560417,9492,9213,381,279,31590,2
"full",56,0.25,"xgboost","smote_10",0.111,0.38,13821,41463,0.0188843064901237,0.0159178062368859,0.891590092371512,0.03560184063938,0.222727272727273,0.0613906869910211,0.624893260225221,0.0264552836932353,4129,3982,513,147,36821,3
"full",56,0.25,"xgboost","smote_30",0.3,0.28,13821,41463,0.0188843064901237,0.0159178062368859,0.451896871909896,0.0197614694872465,0.687878787878788,0.0384192265380384,0.566596558928005,0.0190873840384127,22974,22520,206,454,18283,4
"no_tariff",56,0.25,"xgboost","none",NA,0.1,13821,41463,0.0188843064901237,0.0159178062368859,0.956611919060367,0.0958126330731015,0.204545454545455,0.130497825036249,0.793851517899382,0.0750861700665551,1409,1274,525,135,39529,1
"no_tariff",56,0.25,"xgboost","smote_10",0.111,0.5,13821,41463,0.0188843064901237,0.0159178062368859,0.393000988833418,0.0188849627012171,0.728787878787879,0.03681592039801,0.610446424393928,0.0638641047181237,25470,24989,179,481,15814,2
"no_tariff",56,0.25,"xgboost","smote_20",0.25,0.17,13821,41463,0.0188843064901237,0.0159178062368859,0.930275185104792,0.0330682293846798,0.11969696969697,0.0518202689406363,0.606176035036045,0.0263733224709361,2389,2310,581,79,38493,3
"no_tariff",56,0.25,"xgboost","smote_30",0.3,0.28,13821,41463,0.0188843064901237,0.0159178062368859,0.798277982779828,0.0265486725663717,0.327272727272727,0.0491132332878581,0.59633846738839,0.0280060147630948,8136,7920,444,216,32883,4
"full",57,0.25,"xgboost","none",NA,0.09,13821,41463,0.017220172201722,0.0164725176663531,0.956925451607457,0.0983248361252731,0.197657393850659,0.131322957198444,0.80464117713374,0.0785650329270408,1373,1238,548,135,39542,1
"full",57,0.25,"xgboost","smote_30",0.3,0.1,13821,41463,0.017220172201722,0.0164725176663531,0.936425246605407,0.0409026798307475,0.127379209370425,0.0619217081850534,0.64406814194941,0.0276129048896023,2127,2040,596,87,38740,2
"full",57,0.25,"xgboost","smote_10",0.111,0.1,13821,41463,0.017220172201722,0.0164725176663531,0.905964353761185,0.0403087478559177,0.206442166910688,0.0674479789524037,0.634487199464038,0.0268055402386549,3498,3357,542,141,37423,3
"full",57,0.25,"xgboost","smote_20",0.25,0.15,13821,41463,0.017220172201722,0.0164725176663531,0.958541350119384,0.055746140651801,0.0951683748169839,0.0703082747431044,0.629754666865809,0.0311470419935101,1166,1101,618,65,39679,4
"no_tariff",57,0.25,"xgboost","none",NA,0.08,13821,41463,0.017220172201722,0.0164725176663531,0.950293032342088,0.092789598108747,0.2298682284041,0.132210526315789,0.797609535004456,0.0716637730346952,1692,1535,526,157,39245,1
"no_tariff",57,0.25,"xgboost","smote_10",0.111,0.05,13821,41463,0.017220172201722,0.0164725176663531,0.775173045848106,0.0271483305966065,0.363103953147877,0.0505194540639641,0.56497211764444,0.0249579375349122,9135,8887,435,248,31893,2
"no_tariff",57,0.25,"xgboost","smote_30",0.3,0.09,13821,41463,0.017220172201722,0.0164725176663531,0.815208740322697,0.0286370390382277,0.310395314787701,0.0524363096710364,0.550215526371912,0.0241745642482678,7403,7191,471,212,33589,3
"no_tariff",57,0.25,"xgboost","smote_20",0.25,0.12,13821,41463,0.017220172201722,0.0164725176663531,0.816704049393435,0.0295197932254115,0.317715959004392,0.0540204132437142,0.547819406636475,0.0273396795783329,7351,7134,466,217,33646,4
"full",58,0.25,"xgboost","none",NA,0.11,13821,41463,0.0167136965487302,0.0166413428840171,0.968284976967417,0.104930467762326,0.120289855072464,0.112086428089129,0.805613742683511,0.0743318616612111,791,708,607,83,40065,1
"full",58,0.25,"xgboost","smote_20",0.25,0.5,13821,41463,0.0167136965487302,0.0166413428840171,0.739550924921014,0.0309048723897912,0.482608695652174,0.0580898386393371,0.675759231830385,0.0323629704964097,10775,10442,357,333,30331,2
"full",58,0.25,"xgboost","smote_30",0.3,0.28,13821,41463,0.0167136965487302,0.0166413428840171,0.970720883679425,0.111275964391691,0.108695652173913,0.109970674486804,0.675205014543227,0.0477355966630549,674,599,615,75,40174,3
"full",58,0.25,"xgboost","smote_10",0.111,0.5,13821,41463,0.0167136965487302,0.0166413428840171,0.534090635023997,0.0256671419841108,0.730434782608696,0.0495916560070845,0.666671998413272,0.0312327195248496,19636,19132,186,504,21641,4
"no_tariff",58,0.25,"xgboost","none",NA,0.1,13821,41463,0.0167136965487302,0.0166413428840171,0.961483732484384,0.0932735426008969,0.150724637681159,0.115235457063712,0.790011417046731,0.0673807866042899,1115,1011,586,104,39762,1
"no_tariff",58,0.25,"xgboost","smote_20",0.25,0.31,13821,41463,0.0167136965487302,0.0166413428840171,0.781130164242819,0.0260033917467496,0.333333333333333,0.0482433141059255,0.556315364991823,0.0234493680172711,8845,8615,460,230,32158,2
"no_tariff",58,0.25,"xgboost","smote_10",0.111,0.28,13821,41463,0.0167136965487302,0.0166413428840171,0.93555700262885,0.0347417840375587,0.107246376811594,0.0524822695035461,0.540760065360104,0.0286085258678404,2130,2056,616,74,38717,3
"no_tariff",58,0.25,"xgboost","smote_30",0.3,0.4,13821,41463,0.0167136965487302,0.0166413428840171,0.682102115138798,0.019761630142253,0.372463768115942,0.0375319459656809,0.51903867186903,0.0178746824782494,13005,12748,433,257,28025,4
"full",59,0.25,"xgboost","none",NA,0.09,13821,41463,0.0142536719484842,0.0174613510840991,0.969129103055736,0.129333333333333,0.133977900552486,0.131614654002714,0.801095479252848,0.0776424642763967,750,653,627,97,40086,1
