.threshold,specificity,sensitivity
0.013062238693237305,0.0347714101738571,0.9946236559139785
0.01312929391860962,0.035047373746665444,0.9946236559139785
0.0131911039352417,0.03532333731947379,0.9946236559139785
0.013250768184661865,0.03541532517707657,0.9946236559139785
0.013262033462524414,0.035875264465090595,0.9946236559139785
0.013271749019622803,0.03596725232269338,0.9946236559139785
0.013308227062225342,0.03605924018029616,0.9946236559139785
0.013330042362213135,0.03651917946831018,0.9946236559139785
0.01333385705947876,0.03679514304111853,0.9946236559139785
0.013352394104003906,0.0369791187563242,0.9946236559139785
0.013428211212158203,0.03716309447152977,0.9946236559139785
0.013449668884277344,0.03762303375954379,0.9946236559139785
0.013478636741638184,0.037898997332352136,0.9946236559139785
0.013506829738616943,0.038266948762763264,0.9946236559139785
0.013522148132324219,0.038634900193174504,0.9946236559139785
0.01354968547821045,0.038726888050777286,0.9946236559139785
0.013594567775726318,0.03881887590838007,0.9946236559139785
0.01362389326095581,0.03900285162358563,0.9946236559139785
0.013631641864776611,0.039094839481188526,0.9946236559139785
0.013640940189361572,0.03918682733879131,0.9946236559139785
0.0136948823928833,0.03927881519639409,0.9946236559139785
0.013725042343139648,0.03937080305399687,0.9946236559139785
0.013888835906982422,0.03964676662680522,0.9946236559139785
0.013944625854492188,0.039922730199613676,0.9946236559139785
0.01402062177658081,0.04001471805721646,0.9946236559139785
0.014077067375183105,0.04010670591481924,0.9946236559139785
0.014079272747039795,0.04019869377242202,0.9946236559139785
0.01411205530166626,0.040290681630024805,0.9946236559139785
0.014113545417785645,0.04047465734523048,0.9946236559139785
0.014153778553009033,0.04056664520283326,0.9946236559139785
0.014160394668579102,0.040658633060436045,0.9946236559139785
0.014185726642608643,0.041118572348449955,0.9946236559139785
0.014207065105438232,0.04121056020605285,0.9946236559139785
0.014211714267730713,0.04130254806365563,0.9946236559139785
0.0142136812210083,0.04139453592125841,0.9946236559139785
0.014246463775634766,0.041486523778861195,0.9946236559139785
0.01426011323928833,0.04157851163646398,0.9946236559139785
0.014270186424255371,0.04194646306687522,0.9946236559139785
0.014352083206176758,0.042038450924478,0.9946236559139785
0.014377892017364502,0.04213043878208078,0.9946236559139785
0.01438915729522705,0.042222426639683563,0.9946236559139785
0.014497876167297363,0.042314414497286346,0.9946236559139785
0.014512360095977783,0.04240640235488913,0.9946236559139785
